iso_code,continent,Location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,CHINA,24-12-2021,130376,165,114.143,5699,0,0.143,91.435,0.116,0.08,3.997,0,0,1.34,,,,,,,,,,,,,14769984,10.358,0,124866.7,tests performed,2745877000,,,,13128000,12005571,192.57,,,,8420,896590,0.063,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,25-12-2021,130625,249,135.286,5699,0,0.143,91.61,0.175,0.095,3.997,0,0,1.41,,,,,,,,,,,,,14769984,10.358,0,132212.5,tests performed,2758094000,,1203362000,,12217000,12058000,193.43,,84.39,,8456,896590,0.063,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,26-12-2021,130858,233,152,5699,0,0,91.773,0.163,0.107,3.997,0,0,1.53,,,,,,,,,,,,,14769984,10.358,0,118430.8,tests performed,2769530000,,,,11436000,12177143,194.23,,,,8540,896590,0.063,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,27-12-2021,131093,235,171.429,5699,0,0,91.938,0.165,0.12,3.997,0,0,1.58,,,,,,,,,,,,,14769984,10.358,0,87916.6,tests performed,2781869000,,,,12339000,12384000,195.1,,,,8685,896590,0.063,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,28-12-2021,131315,222,189.571,5699,0,0,92.094,0.156,0.133,3.997,0,0,1.5,,,,,,,,,,,,,14769984,10.358,0,81925.3,tests performed,2795716000,1259967000,1207413000,,13847000,12720000,196.07,88.36,84.68,,8921,896590,0.063,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,29-12-2021,131548,233,205.571,5699,0,0,92.257,0.163,0.144,3.997,0,0,1.42,,,,,,,,,,,,,14769984,10.358,0,75966,tests performed,2810118000,,,,14402000,12951286,197.08,,,,9083,801320,0.056,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,30-12-2021,131780,232,224.143,5699,0,0,92.42,0.163,0.157,3.997,0,0,1.36,,,,,,,,,,,,,14769984,10.358,0,70047.4,tests performed,2823418000,,,,13300000,12952714,198.01,,,,9084,706050,0.05,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,31-12-2021,132071,291,242.143,5699,0,0,92.624,0.204,0.17,3.997,0,0,1.31,,,,,,,,,,,,,14769984,10.358,0,65979.5,tests performed,2835332000,,,,11914000,12779286,198.85,,,,8962,610780,0.043,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,01-01-2022,132301,230,239.429,5699,0,0,92.785,0.161,0.168,3.997,0,0,1.25,,,,,,,,,,,,,14769984,10.358,0,59970.9,tests performed,2841269000,,,,5937000,11882143,199.26,,,,8333,515510,0.036,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,02-01-2022,132508,207,235.714,5699,0,0,92.93,0.145,0.165,3.997,0,0,1.19,,,,,,,,,,,,,14769984,10.358,0,64862,tests performed,2847898000,,,,6629000,11195429,199.73,,,,7852,420240,0.029,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,03-01-2022,132737,229,234.857,5699,0,0,93.091,0.161,0.165,3.997,0,0,1.19,,,,,,,,,,,,,14769984,10.358,0,67398.8,tests performed,2855225000,,,,7327000,10479429,200.24,,,,7349,324970,0.023,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,04-01-2022,132901,164,226.571,5699,0,0,93.206,0.115,0.159,3.997,0,0,1.15,,,,,,,,,,,,,14769984,10.358,0,71205,tests performed,2863561000,,,,8336000,9692143,200.83,,,,6797,229700,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,05-01-2022,133154,253,229.429,5699,0,0,93.383,0.177,0.161,3.997,0,0,1.14,,,,,,,,,,,,,14769984,10.358,0,69296.1,tests performed,2872017000,,,,8456000,8842714,201.42,,,,6202,229700,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,06-01-2022,133404,250,232,5699,0,0,93.559,0.175,0.163,3.997,0,0,1.11,,,,,,,,,,,,,14769984,10.358,0,71058.4,tests performed,2879993000,,1213000000,331000000,7976000,8082143,201.98,,85.07,23.21,5668,229700,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,07-01-2022,133656,252,226.429,5699,0,0,93.735,0.177,0.159,3.997,0,0,1.09,,,,,,,,,,,,,14769984,10.358,0,74974.5,tests performed,2887772000,1262264000,1215878000,,7779000,7491429,202.52,88.52,85.27,,5254,229700,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,08-01-2022,133902,246,228.714,5699,0,0,93.908,0.173,0.16,3.997,0,0,1.09,,,,,,,,,,,,,14769984,10.358,0,75412.1,tests performed,2894178000,,,,6406000,7558429,202.97,,,,5301,226008,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,09-01-2022,134151,249,234.714,5699,0,0,94.082,0.175,0.165,3.997,0,0,1.06,,,,,,,,,,,,,14769984,10.358,0,70912,tests performed,2899557000,,,,5379000,7379857,203.35,,,,5176,222316,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,10-01-2022,134399,248,237.429,5699,0,0,94.256,0.174,0.167,3.997,0,0,1.05,,,,,,,,,,,,,14769984,10.358,0,74920.2,tests performed,2905638000,,,,6081000,7201857,203.78,,,,5051,218624,0.015,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,11-01-2022,134711,312,258.571,5699,0,0,94.475,0.219,0.181,3.997,0,0,1.05,,,,,,,,,,,,,14769984,10.358,0,68606.3,tests performed,2912178000,,,,6540000,6945286,204.24,,,,4871,214933,0.015,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,12-01-2022,135019,308,266.429,5699,0,0,94.691,0.216,0.187,3.997,0,0,1.01,,,,,,,,,,,,,14769984,10.358,0,70333.3,tests performed,2918249000,,,,6071000,6604571,204.66,,,,4632,211241,0.015,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,13-01-2022,135299,280,270.714,5700,1,0.143,94.888,0.196,0.19,3.998,0.001,0,0.98,,,,,,,,,,,,,14769984,10.358,0,68334.3,tests performed,2923698000,,,,5449000,6243571,205.04,,,,4379,207549,0.015,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,14-01-2022,135540,241,269.143,5700,0,0.143,95.057,0.169,0.189,3.998,0,0,0.94,,,,,,,,,,,,,14769984,10.358,0,67442.8,tests performed,2928981000,1263691000,1220584000,,5283000,5887000,205.41,88.62,85.6,,4129,203857,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,15-01-2022,135742,202,262.857,5700,0,0.143,95.198,0.142,0.184,3.998,0,0,0.9,,,,,,,,,,,,,14769984,10.358,0,70766.6,tests performed,2933485000,,,,4504000,5615286,205.73,,,,3938,202143,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,16-01-2022,136027,285,268,5700,0,0.143,95.398,0.2,0.188,3.998,0,0,0.89,,,,,,,,,,,,,14769984,10.358,0,67311,tests performed,2937632000,,,,4147000,5439286,206.02,,,,3815,200429,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,17-01-2022,136270,243,267.286,5700,0,0.143,95.569,0.17,0.187,3.998,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,69203.3,tests performed,2942111000,,,,4479000,5210429,206.34,,,,3654,198714,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,18-01-2022,136441,171,247.143,5700,0,0.143,95.688,0.12,0.173,3.998,0,0,0.8,,,,,,,,,,,,,14769984,10.358,0,76869.7,tests performed,2947136000,,,,5025000,4994000,206.69,,,,3502,197000,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,19-01-2022,136576,135,222.429,5700,0,0.143,95.783,0.095,0.156,3.998,0,0,0.78,,,,,,,,,,,,,14769984,10.358,0,84331,tests performed,2951846000,,,,4710000,4799571,207.02,,,,3366,195286,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,20-01-2022,136700,124,200.143,5700,0,0,95.87,0.087,0.14,3.998,0,0,0.79,,,,,,,,,,,,,14769984,10.358,0,94766.3,tests performed,2956218000,,,,4372000,4645714,207.32,,,,3258,193571,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,21-01-2022,136854,154,187.714,5700,0,0,95.978,0.108,0.132,3.998,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,104964.6,tests performed,2960675000,1265034000,1224450000,,4457000,4527714,207.64,88.72,85.87,,3175,191857,0.013,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,22-01-2022,137064,210,188.857,5700,0,0,96.125,0.147,0.132,3.998,0,0,0.91,,,,,,,,,,,,,14769984,10.358,0,109989,tests performed,2964370000,,,,3695000,4412143,207.9,,,,3094,185592,0.013,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,23-01-2022,137350,286,189,5700,0,0,96.326,0.201,0.133,3.998,0,0,0.99,,,,,,,,,,,,,14769984,10.358,0,137669.3,tests performed,2968121000,,,,3751000,4355571,208.16,,,,3055,179327,0.013,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,24-01-2022,137582,232,187.429,5700,0,0,96.489,0.163,0.131,3.998,0,0,1.04,,,,,,,,,,,,,14769984,10.358,0,164372.1,tests performed,2973459000,,,,5338000,4478286,208.53,,,,3141,173061,0.012,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,25-01-2022,137757,175,188,5700,0,0,96.611,0.123,0.132,3.998,0,0,1.1,,,,,,,,,,,,,14769984,10.358,0,173181.8,tests performed,2978646000,,,,5187000,4501429,208.9,,,,3157,166796,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,26-01-2022,138018,261,206,5700,0,0,96.794,0.183,0.144,3.998,0,0,1.14,,,,,,,,,,,,,14769984,10.358,0,166222,tests performed,2984055000,,,,5409000,4601286,209.28,,,,3227,160531,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,27-01-2022,138313,295,230.429,5700,0,0,97.001,0.207,0.162,3.998,0,0,1.18,,,,,,,,,,,,,14769984,10.358,0,161043.9,tests performed,2989480000,,,,5425000,4751714,209.66,,,,3332,154265,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,28-01-2022,138551,238,242.429,5700,0,0,97.168,0.167,0.17,3.998,0,0,1.18,,,,,,,,,,,,,14769984,10.358,0,156650.9,tests performed,2994162000,1266070000,1227387000,,4682000,4783857,209.99,88.79,86.08,,3355,148000,0.01,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,29-01-2022,138799,248,247.857,5700,0,0,97.342,0.174,0.174,3.998,0,0,1.17,,,,,,,,,,,,,14769984,10.358,0,152492.7,tests performed,2997884000,,,,3722000,4787714,210.25,,,,3358,131943,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,30-01-2022,138992,193,234.571,5700,0,0,97.478,0.135,0.165,3.998,0,0,1.16,,,,,,,,,,,,,14769984,10.358,0,143000.8,tests performed,3000198000,,,,2314000,4582429,210.41,,,,3214,115886,0.008,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,31-01-2022,139205,213,231.857,5700,0,0,97.627,0.149,0.163,3.998,0,0,1.18,,,,,,,,,,,,,14769984,10.358,0,134098.3,tests performed,3000532000,,,,334000,3867571,210.43,,,,2712,99829,0.007,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,01-02-2022,139457,252,242.857,5700,0,0,97.804,0.177,0.17,3.998,0,0,1.23,,,,,,,,,,,,,14769984,10.358,0,132721,tests performed,3000603000,,,,71000,3136714,210.44,,,,2200,83771,0.006,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,02-02-2022,139664,207,235.143,5700,0,0,97.949,0.145,0.165,3.998,0,0,1.29,,,,,,,,,,,,,14769984,10.358,0,143597.3,tests performed,3000893000,,,,290000,2405429,210.46,,,,1687,67714,0.005,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,03-02-2022,139891,227,225.429,5700,0,0,98.108,0.159,0.158,3.998,0,0,1.41,,,,,,,,,,,,,14769984,10.358,0,141629.6,tests performed,3001624000,,,,731000,1734857,210.51,,,,1217,51657,0.004,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,04-02-2022,140120,229,224.143,5700,0,0,98.269,0.161,0.157,3.998,0,0,1.56,,,,,,,,,,,,,14769984,10.358,0,148336.2,tests performed,3002896000,,,,1272000,1247714,210.6,,,,875,35600,0.002,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,05-02-2022,140586,466,255.286,5700,0,0,98.595,0.327,0.179,3.998,0,0,1.77,,,,,,,,,,,,,14769984,10.358,0,151597.4,tests performed,3004681000,,,,1785000,971000,210.72,,,,681,35600,0.002,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,06-02-2022,141049,463,293.857,5700,0,0,98.92,0.325,0.206,3.998,0,0,1.93,,,,,,,,,,,,,14769984,10.358,0,153625.2,tests performed,3006862000,,,,2181000,952000,210.88,,,,668,35600,0.002,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,07-02-2022,141816,767,373,5700,0,0,99.458,0.538,0.262,3.998,0,0,2.09,,,,,,,,,,,,,14769984,10.358,0,145618.9,tests performed,3010669000,1266426000,1228340000,459843000,3807000,1448143,211.14,88.82,86.15,32.25,1016,35600,0.002,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,08-02-2022,142599,783,448.857,5700,0,0,100.007,0.549,0.315,3.998,0,0,2.19,,,,,,,,,,,,,14769984,10.358,0,135504.4,tests performed,3016150000,,,,5481000,2221000,211.53,,,,1558,53294,0.004,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,09-02-2022,143843,1244,597,5702,2,0.286,100.88,0.872,0.419,3.999,0.001,0,2.25,,,,,,,,,,,,,14769984,10.358,0,138964.5,tests performed,3022646000,,,,6496000,3107571,211.98,,,,2179,70987,0.005,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,10-02-2022,145013,1170,731.714,5703,1,0.429,101.7,0.821,0.513,4,0.001,0,2.25,,,,,,,,,,,,,14769984,10.358,0,137853,tests performed,3029588000,,,,6942000,3994857,212.47,,,,2802,88681,0.006,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,11-02-2022,146516,1503,913.714,5703,0,0.429,102.754,1.054,0.641,4,0,0,2.28,,,,,,,,,,,,,14769984,10.358,0,124866.7,tests performed,3036707000,,,,7119000,4830143,212.97,,,,3387,106374,0.007,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,12-02-2022,148157,1641,1081.571,5706,3,0.857,103.905,1.151,0.759,4.002,0.002,0.001,2.25,,,,,,,,,,,,,14769984,10.358,0,124566.6,tests performed,3042376000,,,,5669000,5385000,213.37,,,,3777,124068,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,13-02-2022,149640,1483,1227.286,5706,0,0.857,104.945,1.04,0.861,4.002,0,0.001,2.24,,,,,,,,,,,,,14769984,10.358,0,124266.8,tests performed,3046687000,,,,4311000,5689286,213.67,,,,3990,141761,0.01,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,14-02-2022,151845,2205,1432.714,5708,2,1.143,106.492,1.546,1.005,4.003,0.001,0.001,2.29,,,,,,,,,,,,,14769984,10.358,0,130707.8,tests performed,3052435000,,,,5748000,5966571,214.07,,,,4184,159455,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,15-02-2022,153610,1765,1573,5712,4,1.714,107.729,1.238,1.103,4.006,0.003,0.001,2.35,,,,,,,,,,,,,14769984,10.358,0,130873.4,tests performed,3056997000,,,,4562000,5835286,214.39,,,,4092,159455,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,16-02-2022,158051,4441,2029.714,5715,3,1.857,110.844,3.115,1.423,4.008,0.002,0.001,2.48,,,,,,,,,,,,,14769984,10.358,0,121065.4,tests performed,3063391000,,,,6394000,5820714,214.84,,,,4082,159455,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,17-02-2022,164322,6271,2758.429,5726,11,3.286,115.242,4.398,1.935,4.016,0.008,0.002,2.49,,,,,,,,,,,,,14769984,10.358,0,123377.2,tests performed,3069619000,,,,6228000,5718714,215.28,,,,4011,159455,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,18-02-2022,168155,3833,3091.286,5747,21,6.286,117.93,2.688,2.168,4.03,0.015,0.004,2.37,,,,,,,,,,,,,14769984,10.358,0,120220.9,tests performed,3075752000,1268180000,1232543000,,6133000,5577857,215.71,88.94,86.44,,3912,159455,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,19-02-2022,174486,6331,3761.286,5764,17,8.286,122.37,4.44,2.638,4.042,0.012,0.006,2.3,,,,,,,,,,,,,14769984,10.358,0,105499.9,tests performed,3080788000,,,,5036000,5487429,216.06,,,,3848,159573,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,20-02-2022,180767,6281,4446.714,5776,12,10,126.775,4.405,3.119,4.051,0.008,0.007,2.21,,,,,,,,,,,,,14769984,10.358,0,98654.7,tests performed,3084712000,,,,3924000,5432143,216.34,,,,3810,159692,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,21-02-2022,188487,7720,5234.571,5788,12,11.429,132.189,5.414,3.671,4.059,0.008,0.008,2.14,,,,,,,,,,,,,14769984,10.358,0,93820,tests performed,3090309000,,,,5597000,5410571,216.73,,,,3795,159811,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,22-02-2022,194947,6460,5905.286,5824,36,16,136.72,4.531,4.141,4.084,0.025,0.011,2.08,,,,,,,,,,,,,14769984,10.358,0,86230,tests performed,3095767000,,,,5458000,5538571,217.11,,,,3884,159929,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,23-02-2022,203863,8916,6544.571,5873,49,22.571,142.973,6.253,4.59,4.119,0.034,0.016,2.05,,,,,,,,,,,,,14769984,10.358,0,77853.9,tests performed,3101760000,,,,5993000,5481286,217.53,,,,3844,160048,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,24-02-2022,212966,9103,6949.143,5913,40,26.714,149.357,6.384,4.874,4.147,0.028,0.019,2.06,,,,,,,,,,,,,14769984,10.358,0,67136.3,tests performed,3108286000,,,,6526000,5523857,217.99,,,,3874,160167,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,25-02-2022,251129,38163,11853.429,5986,73,34.143,176.121,26.764,8.313,4.198,0.051,0.024,2.12,,,,,,,,,,,,,14769984,10.358,0,61322.6,tests performed,3114622000,1269302000,1234540000,554728000,6336000,5552857,218.43,89.02,86.58,38.9,3894,160286,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,26-02-2022,274833,23704,14335.286,6066,80,43.143,192.745,16.624,10.054,4.254,0.056,0.03,2.19,,,,,,,,,,,,,14769984,10.358,0,57630.9,tests performed,3119664000,,,,5042000,5553714,218.79,,,,3895,164573,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,27-02-2022,301154,26321,17198.143,6148,82,53.143,211.205,18.459,12.061,4.312,0.058,0.037,2.26,,,,,,,,,,,,,14769984,10.358,0,55082.5,tests performed,3124118000,,,,4454000,5629429,219.1,,,,3948,168860,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,28-02-2022,335876,34722,21055.571,6233,85,63.571,235.556,24.351,14.767,4.371,0.06,0.045,2.22,,,,,,,,,,,,,14769984,10.358,0,49898.6,tests performed,3129845000,,,,5727000,5648000,219.5,,,,3961,173146,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,CHINA,01-03-2022,368741,32865,24827.714,6479,246,93.571,258.605,23.049,17.412,4.544,0.173,0.066,2.12,,,,,,,,,,,,,14769984,10.358,0,47253.2,tests performed,3135598000,,,,5753000,5690143,219.91,,,,3991,177433,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
